"ID","X.SampleID","City","Treatment","Dilution","Packaging","Lean","Blinded_Store","Store","Raw_paired_reads","QC_filtered_reads","taxa_reads","filtered_taxa_reads","microbiome_raw_mapped_reads","microbiome_CSS_counts","microbiome_domain_Richness","microbiome_domain_Shannon","microbiome_phylum_Richness","microbiome_phylum_Shannon","microbiome_class_Richness","microbiome_class_Shannon","microbiome_order_Richness","microbiome_order_Shannon","microbiome_family_Richness","microbiome_family_Shannon","microbiome_genus_Richness","microbiome_genus_Shannon","microbiome_species_Richness","microbiome_species_Shannon","Level","Value"
"65","FC_162","FC_162","Fort Collins","CONV",NA,"Chub",93,"Store1","King Soopers",200365,188043,36662,36519,175864,79111.1111111111,3,0.000406753078115188,23,0.775595205362205,60,1.1042636057712,93,1.30650689828128,121,1.76539368747776,122,1.55652028590403,48,0.477823265855132,"Phylum",1.8874399172383
"66","FC_162","FC_162","Fort Collins","CONV",NA,"Chub",93,"Store1","King Soopers",200365,188043,36662,36519,175864,79111.1111111111,3,0.000406753078115188,23,0.775595205362205,60,1.1042636057712,93,1.30650689828128,121,1.76539368747776,122,1.55652028590403,48,0.477823265855132,"Class",2.12609320769209
"67","FC_162","FC_162","Fort Collins","CONV",NA,"Chub",93,"Store1","King Soopers",200365,188043,36662,36519,175864,79111.1111111111,3,0.000406753078115188,23,0.775595205362205,60,1.1042636057712,93,1.30650689828128,121,1.76539368747776,122,1.55652028590403,48,0.477823265855132,"Order",2.21031060750676
"68","FC_162","FC_162","Fort Collins","CONV",NA,"Chub",93,"Store1","King Soopers",200365,188043,36662,36519,175864,79111.1111111111,3,0.000406753078115188,23,0.775595205362205,60,1.1042636057712,93,1.30650689828128,121,1.76539368747776,122,1.55652028590403,48,0.477823265855132,"Family",4.0377315374929
"69","FC_162","FC_162","Fort Collins","CONV",NA,"Chub",93,"Store1","King Soopers",200365,188043,36662,36519,175864,79111.1111111111,3,0.000406753078115188,23,0.775595205362205,60,1.1042636057712,93,1.30650689828128,121,1.76539368747776,122,1.55652028590403,48,0.477823265855132,"Genus",3.55695279923024
"70","FC_162","FC_162","Fort Collins","CONV",NA,"Chub",93,"Store1","King Soopers",200365,188043,36662,36519,175864,79111.1111111111,3,0.000406753078115188,23,0.775595205362205,60,1.1042636057712,93,1.30650689828128,121,1.76539368747776,122,1.55652028590403,48,0.477823265855132,"Species",1.18797627918253
"71","FC_172","FC_172","Fort Collins","CONV",NA,"TrayOverwrap",80,"Store3","Safeway",100939,94569,16556,16363,87476,179622.176591376,1,0,11,0.465122031657694,27,0.583977607275394,43,0.727275630891141,51,1.4020139466279,48,1.31249880788013,20,1.25018151769539,"Domain",1
"72","FC_172","FC_172","Fort Collins","CONV",NA,"TrayOverwrap",80,"Store3","Safeway",100939,94569,16556,16363,87476,179622.176591376,1,0,11,0.465122031657694,27,0.583977607275394,43,0.727275630891141,51,1.4020139466279,48,1.31249880788013,20,1.25018151769539,"Phylum",1.38025775805498
"73","FC_172","FC_172","Fort Collins","CONV",NA,"TrayOverwrap",80,"Store3","Safeway",100939,94569,16556,16363,87476,179622.176591376,1,0,11,0.465122031657694,27,0.583977607275394,43,0.727275630891141,51,1.4020139466279,48,1.31249880788013,20,1.25018151769539,"Class",1.41367870824145
"74","FC_172","FC_172","Fort Collins","CONV",NA,"TrayOverwrap",80,"Store3","Safeway",100939,94569,16556,16363,87476,179622.176591376,1,0,11,0.465122031657694,27,0.583977607275394,43,0.727275630891141,51,1.4020139466279,48,1.31249880788013,20,1.25018151769539,"Order",1.43731852595289
"75","FC_172","FC_172","Fort Collins","CONV",NA,"TrayOverwrap",80,"Store3","Safeway",100939,94569,16556,16363,87476,179622.176591376,1,0,11,0.465122031657694,27,0.583977607275394,43,0.727275630891141,51,1.4020139466279,48,1.31249880788013,20,1.25018151769539,"Family",2.73103246565713
"76","FC_172","FC_172","Fort Collins","CONV",NA,"TrayOverwrap",80,"Store3","Safeway",100939,94569,16556,16363,87476,179622.176591376,1,0,11,0.465122031657694,27,0.583977607275394,43,0.727275630891141,51,1.4020139466279,48,1.31249880788013,20,1.25018151769539,"Genus",2.61050374231582
"77","FC_172","FC_172","Fort Collins","CONV",NA,"TrayOverwrap",80,"Store3","Safeway",100939,94569,16556,16363,87476,179622.176591376,1,0,11,0.465122031657694,27,0.583977607275394,43,0.727275630891141,51,1.4020139466279,48,1.31249880788013,20,1.25018151769539,"Species",2.40679360431701
"78","FC_177","FC_177","Fort Collins","CONV",NA,"TrayOverwrap",93,"Store5","Walmart",178300,162800,30436,28153,115442,58540.5679513185,3,0.00631291737207727,25,1.08799815129331,66,1.66595318482012,102,2.05017650034294,142,2.59499468289453,147,2.53861451547239,68,2.51266571805246,"Domain",1.00157885506833
"79","FC_177","FC_177","Fort Collins","CONV",NA,"TrayOverwrap",93,"Store5","Walmart",178300,162800,30436,28153,115442,58540.5679513185,3,0.00631291737207727,25,1.08799815129331,66,1.66595318482012,102,2.05017650034294,142,2.59499468289453,147,2.53861451547239,68,2.51266571805246,"Phylum",2.44433020749228
"80","FC_177","FC_177","Fort Collins","CONV",NA,"TrayOverwrap",93,"Store5","Walmart",178300,162800,30436,28153,115442,58540.5679513185,3,0.00631291737207727,25,1.08799815129331,66,1.66595318482012,102,2.05017650034294,142,2.59499468289453,147,2.53861451547239,68,2.51266571805246,"Class",3.88679024430114
"81","FC_177","FC_177","Fort Collins","CONV",NA,"TrayOverwrap",93,"Store5","Walmart",178300,162800,30436,28153,115442,58540.5679513185,3,0.00631291737207727,25,1.08799815129331,66,1.66595318482012,102,2.05017650034294,142,2.59499468289453,147,2.53861451547239,68,2.51266571805246,"Order",4.50270169675637
"82","FC_177","FC_177","Fort Collins","CONV",NA,"TrayOverwrap",93,"Store5","Walmart",178300,162800,30436,28153,115442,58540.5679513185,3,0.00631291737207727,25,1.08799815129331,66,1.66595318482012,102,2.05017650034294,142,2.59499468289453,147,2.53861451547239,68,2.51266571805246,"Family",7.81387457669207
"83","FC_177","FC_177","Fort Collins","CONV",NA,"TrayOverwrap",93,"Store5","Walmart",178300,162800,30436,28153,115442,58540.5679513185,3,0.00631291737207727,25,1.08799815129331,66,1.66595318482012,102,2.05017650034294,142,2.59499468289453,147,2.53861451547239,68,2.51266571805246,"Genus",7.31785217351905
